package	suite	version
x11-xserver-utils	resolute,now	7.7+11build1
xauth	resolute,now	1:1.1.2-1.1build1
xdg-user-dirs	resolute,now	0.19-1
xdg-utils	resolute,now	1.2.1-2ubuntu2
xkb-data	resolute,now	2.46-2
xml-core	resolute,now	0.19build1
xxd	resolute-updates,resolute-security,now	2:9.1.2141-1ubuntu4.2
xz-utils	resolute,now	5.8.3-1
zlib1g-dev	resolute,now	1:1.3.dfsg+really1.3.1-1ubuntu3
zlib1g	resolute,now	1:1.3.dfsg+really1.3.1-1ubuntu3
zstd	resolute,now	1.5.7+dfsg-3
